ResourceID,EventUID,RecordType,Name Type,Name,DateFrom,DateTo,Description Type,Description,Notes
e9e1b497-40e9-4871-bc7c-7a45f65d0935,ELO10191,Backlog Report,Primary,Event/Activity at Great Peter Street,1993-01-01,1993-11-25,Full,"A desk based assessment was carried out at 18 Great Peter Street by Mills Whipp in January 1993.  The report concludes that in general the archaeological potential for the site was low, there is the potential for Prehistoric land surfaces.","GIS polygon created 04/11/2009 at 1:1,250 scale using OS Mastermap and 3rd Edition 25inch Ordnance Survey Map"
e9fa2376-9b3f-40c1-a541-2f606796ce9e,ELO15621,Backlog Report,Primary,Event/Activity at Willoughby Lane Gasholder Station,2014-12-01,2014-12-31,Full,Historic Building Recording of the gasholders and the Willoughby Lane Gasholder Station was undertaken by URS in December 2014. The recording was undertaken at Level II. The gasholders and the Booster House are the remains of the Willoughby Lane Gas Works which was established in the 1840's.,A GIS polygon was drawn over the approximate area of the buildings. Mapped at 1:1250 using OS MasterMap as a base.
e9fd01d3-f447-44bb-a6c1-59a105525345,ELO10705,Backlog Report,Primary,Event/Activity at Brightlingsea Place,1994-12-01,1994-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
ea093626-6c74-4a37-bc4f-e3c4533e5876,ELO10295,Backlog Report,Primary,Event/Activity at Essex Wharf,2007-12-13,2007-12-13,Full,Building recording was carried out at Essex Wharf by Thames Valley Archaeological Services in 2007.  The building was built at some point between 1894 and 1912 and has undergone a number of alterations and modifications.  Blocked doorways in the south side and eastern gable end indicate that an upper storey existed within the building in the past.,A polygon was drawn over the approximate area of the recorded building at a scale of 1:1250 OS based on Master Map.
ea22d67c-7a5b-4c03-8c44-2f5064790189,ELO3662,Backlog Report,Primary,Trial Trench at Lawsons Timber Yard,1994-01-01,1994-08-31,Full,"Evaluation undertaken by N Elsden, S Gibson and I Grainger for Museum of London Archaeology Service, Jan-Aug'94; site code HRW94.  In the extreme north west corner of the site where the plough soil did not survive the clay was cut by a small pit containing demolition rubble which consisted largely of pegged roof tiles and unfrogged red brick fragments of 17th/18th century date. This feature did not appear to be structural.(1-3)",
ea2459da-c77b-4936-866f-4ba5e4368940,ELO11564,Backlog Report,Primary,Event/Activity at Sarah Bonnell School,2005-02-01,2005-02-28,Full,"A desk based assessment of Sarah Bonnell School was carried out by Pre-Construct Archaeology in 2005.  The site has a moderate potential for archaeological remains from the Prehistoric, Roman, Saxon and Medieval periods and a moderate to high potential for remains from the Post Medieval period.  The site was not developed until the 19th Century when a series of terraced houses and the school were built which would have had an impact on any surviving archaeological deposits.",A polygon was drawn over the approximate area of the site at a scale of 1:1250 OS based on Master Map and a site location plan in the report.
ea2619b6-7b04-4ce9-a89a-b360098dd865,ELO18355,Backlog Report - Invisible,Primary,Event/Activity at Proposed Sidcup World of Golf,2009-01-01,2009-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
ea3d94d5-6b09-4aa0-b131-bd73df22e615,ELO3226,Backlog Report,Primary,Watching Brief at West End Green Development,1993-01-01,1993-11-17,Full,There is no description for this event,"GIS point created 28/01/2010 and mapped at 1:1,250 scale.  Approximate only."
ea3f026a-b1c1-43b6-99ae-a5d4466adc39,ELO14911,Backlog Report,Primary,Event/Activity at Proposed bus depot,2004-09-27,2004-10-07,Full,"PROJECT DETAILS: A three trench evaluation was carried out by AOC Archaeology between September and October 2004.modern made ground sealed a peat horizon which has been carbon dated to the middle Bronze Age. No archaeological features were recorded.; Project status: Complete Yes, Validated Yes Previous/Future Work: Previous Yes, Future Not known Associated Identifiers: NMR No. 1403567; Sitecode CQL 04 Project Type: Field evaluation; Development Type: bus depot, Not recorded; Methods and Techniques: Targeted Trenches; Position in the Planning Process: After full determination (eg. As a condition); Reason for Investigation: Direction from Local Planning Authority - PPG16; Site status: Local Authority Designated Archaeological Area; Current Land use: Industry and Commerce 1 - Industrial; Monument Type(s)/Period(s): ENVIRONMENT Middle Bronze Age ; Artefact Type(s)/Period(s): N/A Uncertain PROJECT LOCATION; Area 3000 Square metres; Grid Reference: TQ488822 Point; Height 0.95 -  1.02 metres PROJECT CREATOR(S); Organisation: AOC Archaeology; Brief originator: English Heritage/Department of Environment; Design originator: AOC Archaeology; Director/Manager: Ron Humphrey; Supervisor: Catherine Edwards; Sponsor or funding body: Developer DIGITAL ARCHIVE; Recipient: Museum of London; ID: CQL 04; Contents: Environmental, Stratigraphic; Media: Text; Notes: metadata files PAPER ARCHIVE; Recipient: Museum of London; ID: CQL 04; Contents: Environmental, Stratigraphic; Media: Context sheet, Matrices, Microfilm, Miscellaneous Material, Plan, Report, Section, Unpublished Text; Notes: at AOC until future deposition when microfilmed BIBLIOGRAPHY; Publication Type: Grey literature (unpublished document/manuscript); Title: An archaeological evaluation at Chequers Lane; Author(s)/Editor(s): 'Edwards,C.'/'Humphrey,R.'; Date: 2004; Issuer/Publisher: AOC Archaeology; Place of Issue or Publication: AOC, Twickenham Description: A4 comb -bound copy",
ea51969c-f4f9-4bc4-86d5-a0be0a56be8f,ELO9337,Backlog Report,Primary,Watching Brief at Plaisterers' Hall,1998-09-01,1998-09-04,Backlog,No description is currently available for this record.  Awaiting update.,
ea5f8af2-70a9-4774-a5f3-11a752bbc09b,ELO12826,Backlog Report,Primary,Event/Activity at Kingston Police Station,2012-06-06,2013-10-02,Full,A watching brief was undertaken on the groundworks for the extension of Kingston Police Station between the 6th June and the 2nd October 2012  by Museum of London Archaeology.  The watching brief revealed Post Medieval levelling dumps and walls of a 17th-19th Century date. Several of the walls were defined on historic maps.  *Natural was observed at a height of 4.70m OD*,A GIS polygon was drawn over the approximate area of the site. Mapped at 1:1250 using OS MasterMap as a base.
ea6c74f0-b8ea-4c7d-9d89-04627233a114,ELO2649,Backlog Report,Primary,Trial Trench at Artofex Engineering Works,1994-01-01,1994-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
ea980ffd-91c8-4a3d-9fed-032f5496d9ba,ELO9329,Backlog Report,Primary,Event/Activity at Royal Arsenal - Residential Development Zones,2000-07-01,2000-07-31,Backlog,No description is currently available for this record.  Awaiting update.,GIS polygons mapped roughly on OS 10K 2006 map at 1:5000. 05/08/2009.
eaa3198a-3aa4-42fa-9875-8df0b22b5765,ELO11957,Backlog Report,Primary,Event/Activity at Church Road,2011-01-01,2011-01-31,Full,The report presents an impact assessment of (non-archaeological) heritage assets potentially affected by proposed development and change of use of the Olympic Recording Studios back into a cinema. The report concludes that the proposals will balance preservation and enahncement of the character and appearance of heritage assets by bringing the building back into use as a cinema.,GIS polygon created 29/02/2012 at 1:1250 scale using OS MasterMap.
eab6c6fb-fe4e-4e68-9db4-3d344d7a2c41,ELO10080,Backlog Report,Primary,Event/Activity at Billiter Street,2000-02-01,2000-02-28,Backlog,No description is currently available for this record.  Awaiting update.,
eacd2fc7-1e6c-46c9-a8a1-b709d4328d3e,ELO9600,Backlog Report,Primary,Event/Activity at Butts Farm Estate,1993-01-01,1993-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
eadfd387-5351-45aa-8d65-a187faa60f66,ELO18539,Backlog Report - Invisible,Primary,Event/Activity at Old Church Street,2017-01-01,2017-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
eae0429c-cbe3-4e4f-9429-019303fc0fe0,ELO17349,Backlog Report - Invisible,Primary,Event/Activity at Lough Road Area,2006-01-01,2006-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
eae0f991-c12b-40e6-91dd-f53afc248547,ELO4404,Backlog Report,Primary,Watching Brief at Hurlingham Club - Gymnasium and Plant Store,2000-01-01,2000-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
eaf0245c-ae56-4b1b-8905-bb49f17f953c,ELO13480,Backlog Report,Primary,Event/Activity at Brentford Lock,2012-10-01,2012-10-31,Full,"An evaluation was undertaken at Commerce Road, Brentford by Museum of London Archaeology in October 2012. The site comprised five evaluation trenches.  The site revealed a series of intercutting later Prehistoric and possibly Post Medieval cut features to the south of the site.",A GIS polygon was drawn over the approximate extent of the site. Mapped at 1:1250 using OS MasterMap as a base.
eaf2c099-65bb-470f-813d-7590ccf78734,ELO4144,Backlog Report,Primary,Open Area Excavation at National Maritime Museum,1993-01-01,1993-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
eaf6bea9-264f-4e4b-a84a-33ce5c15d9f2,ELO17547,Backlog Report - Invisible,Primary,Event/Activity at Blackhorse Road,2013-01-01,2013-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
eaf85ae4-e78d-4b70-bcd3-4da9920a765d,ELO17385,Backlog Report - Invisible,Primary,Event/Activity at Lambeth Palace Garden,2011-01-01,2011-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
eafa7367-f731-4eb8-bd81-2cf5c309c697,ELO17450,Backlog Report - Invisible,Primary,Event/Activity at Ashcombe House,2010-01-01,2010-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
eb052e47-c8eb-4af3-9b57-40258dbbb6d1,ELO13850,Backlog Report,Primary,Event/Activity at High Road,2011-03-31,2011-03-31,Full,A heritage statement was created for 1064 High Road Barnet on the 31st March 2011 by KM Heritage.  The proposals were considered to be fine due to the lack of historical merit in the existing building.,A GIS polygon was drawn over the approximate area of the site. Mapped at 1:1250 using OS MasterMap as a base.
eb0fa117-5def-406d-8298-bd5c643a3176,ELO11239,Backlog Report,Primary,Event/Activity at Planning Delivery Zone 7,2007-05-08,2007-09-07,Full,"An evaluation was carried out at Planning Delivery Zone 7 of the Olympic site by Museum of London Archaeology Service/Pre-Construct Archaeology in 2007.  The evaluation found wooden stakes, concentrations of daub, a trackway, laid surfaces, quarry pits, channels and ditches.  A variety of alluvial, wetland and fluvial deposits were found in the south of the site while in the north a dry land surface in Pleistocene brickearth was found which had been truncated by quarry pits. *Natural deposits of sandy gravel were observed between 2.21m OD and 2.07m OD.*",A polygon was drawn over the approximate area of the site at a scale of 1:1250 based on Master Map and a location plan in the report.
